State,Year,Credit Score,Prosper Score,Lenders Yield,Number of Loans
MD,2012,699.551724138,5.90344827586,0.218327931034,580
MD,2013,701.909307876,5.39976133652,0.173928878282,838
MD,2014,699.721254355,6.36236933798,0.135666202091,287
MI,2009,684.210526316,7.52631578947,0.200014035088,57
MI,2010,695.802469136,6.78395061728,0.223548148148,162
MI,2011,687.53894081,5.66043613707,0.231418068536,321
MI,2012,696.655948553,6.10450160772,0.214746463023,622
MI,2013,695.063663075,5.28697355534,0.178937218413,1021
MI,2014,686.648793566,5.87935656836,0.150296514745,373
MN,2009,720.754716981,8.32075471698,0.146062264151,53
MN,2010,698.487394958,7.11764705882,0.212448739496,119
MN,2011,694.672489083,6.00436681223,0.217786462882,229
MN,2012,701.309823678,6.18639798489,0.205710831234,397
MN,2013,695.322338831,5.53973013493,0.175449775112,667
MN,2014,692.320675105,5.86919831224,0.148808438819,237
MO,2009,686.885245902,7.49180327869,0.205840983607,61
MO,2010,699.375,6.96875,0.212745625,160
MO,2011,696.945454545,5.89818181818,0.222436,275
MO,2012,696.885644769,5.98053527981,0.212213381995,411
MO,2013,695.458786936,5.32503888025,0.179035458787,643
MO,2014,691.483253589,6.16267942584,0.142384210526,209
MS,2009,662.857142857,7.28571428571,0.237335714286,14
MS,2010,703.529411765,7.02941176471,0.207897058824,34
MS,2011,696.25,5.39583333333,0.244077083333,96
MS,2012,695.890410959,5.83561643836,0.218856164384,146
MS,2013,696.808510638,5.07446808511,0.182767730496,282
MS,2014,691.395348837,5.87209302326,0.147022093023,86
MT,2009,745.0,9.5,0.110225,4
MT,2010,706.666666667,7.53333333333,0.191486666667,15
MT,2011,710.967741935,6.09677419355,0.210638709677,31
MT,2012,696.666666667,5.70833333333,0.22011875,48
MT,2013,700.0,5.68085106383,0.165782978723,94
MT,2014,697.037037037,5.11111111111,0.1498,27
NC,2009,697.538461538,7.84615384615,0.192230769231,65
NC,2010,706.153846154,7.35096153846,0.199353365385,208
NC,2011,699.390581717,5.87257617729,0.225349861496,361
NC,2012,699.634551495,6.14784053156,0.211174252492,602
NC,2013,698.461538462,5.3648018648,0.176693240093,858
NC,2014,697.647058824,5.97712418301,0.143408496732,306
NE,2009,684.615384615,7.07692307692,0.218269230769,13
NE,2010,690.666666667,7.4,0.200546666667,30
NE,2011,690.882352941,5.91176470588,0.226051470588,68
NE,2012,705.0,5.85185185185,0.209869444444,108
NE,2013,698.701298701,5.12121212121,0.181442857143,231
NE,2014,696.210526316,5.49473684211,0.148197894737,95
NH,2009,706.666666667,6.83333333333,0.237,6
NH,2010,704.761904762,6.47619047619,0.238185714286,21
NH,2011,701.886792453,6.28301886792,0.220609433962,53
NH,2012,698.269230769,5.85576923077,0.221902884615,104
NH,2013,707.065217391,5.45652173913,0.168132065217,184
NH,2014,692.571428571,5.97142857143,0.14733,70
NJ,2009,703.414634146,7.51219512195,0.2042,41
NJ,2010,713.006993007,7.30769230769,0.200058741259,143
NJ,2011,700.604229607,6.05740181269,0.222845015106,331
NJ,2012,703.247588424,6.19131832797,0.215397588424,622
NJ,2013,699.845094664,5.54475043029,0.17361626506,1162
NJ,2014,696.943005181,6.4170984456,0.136820984456,386
NM,2009,724.0,7.4,0.1934,5
NM,2010,690.526315789,6.15789473684,0.2439,19
NM,2011,705.777777778,6.06666666667,0.215855555556,45
NM,2012,711.384615385,5.64615384615,0.218227692308,65
NM,2013,705.984251969,5.63779527559,0.162702362205,127
NM,2014,694.029850746,5.70149253731,0.140607462687,67
NV,2009,684.0,7.8,0.19708,15
NV,2010,700.0,7.22580645161,0.20519516129,62
NV,2011,698.198198198,5.63063063063,0.228500900901,111
NV,2012,700.9375,5.78125,0.221964583333,192
NV,2013,695.493562232,5.1652360515,0.180552575107,466
NV,2014,682.297297297,5.51351351351,0.153676351351,148
NY,2009,702.173913043,7.72826086957,0.179689130435,92
NY,2010,708.528528529,7.48048048048,0.197770870871,333
NY,2011,697.531206657,6.44105409154,0.212785020804,721
NY,2012,699.883296864,6.46535375638,0.205627425237,1371
NY,2013,699.097682119,5.50165562914,0.176009850993,2416
NY,2014,692.987654321,5.90740740741,0.14337308642,810
OH,2009,692.923076923,7.66153846154,0.207690769231,65
OH,2010,703.378995434,7.24657534247,0.204776255708,219
OH,2011,694.545454545,5.92045454545,0.2251975,440
OH,2012,696.31372549,6.0,0.219361045752,765
OH,2013,696.949404762,5.35639880952,0.178445610119,1344
OH,2014,690.848861284,5.8281573499,0.147893581781,483
OK,2009,710.526315789,8.05263157895,0.170721052632,19
OK,2010,704.727272727,6.89090909091,0.221205454545,55
OK,2011,694.939759036,5.66265060241,0.23131686747,83
OK,2012,706.436781609,6.29885057471,0.209802873563,174
OK,2013,700.785714286,5.58571428571,0.169748571429,280
OK,2014,696.880733945,6.17431192661,0.139946788991,109
OR,2009,710.869565217,7.69565217391,0.179760869565,46
OR,2010,698.252427184,6.99029126214,0.214224271845,103
OR,2011,694.096385542,6.11445783133,0.21636746988,166
OR,2012,697.295373665,6.2206405694,0.200809608541,281
OR,2013,694.454148472,5.37991266376,0.174379039301,458
OR,2014,695.037593985,6.11278195489,0.140142105263,133
PA,2009,709.180327869,7.65573770492,0.190903278689,61
PA,2010,707.586206897,7.11724137931,0.208253793103,145
PA,2011,698.379888268,5.94972067039,0.224867877095,358
PA,2012,703.231017771,5.86914378029,0.219284975767,619
PA,2013,700.25998143,5.33147632312,0.175923305478,1077
PA,2014,695.159574468,5.77659574468,0.14597393617,376
RI,2009,720.0,7.4,0.18938,5
RI,2010,694.545454545,6.95454545455,0.226,22
RI,2011,703.214285714,6.30357142857,0.211225,56
RI,2012,707.191011236,6.37078651685,0.208516853933,89
RI,2013,702.458100559,5.50837988827,0.170224581006,179
RI,2014,696.153846154,5.90384615385,0.141767307692,52
SC,2009,723.703703704,8.07407407407,0.162722222222,27
SC,2010,713.731343284,7.19402985075,0.198646268657,67
SC,2011,710.303030303,6.10606060606,0.219315151515,132
SC,2012,706.386554622,6.1218487395,0.21166512605,238
SC,2013,699.949874687,5.41353383459,0.176311278195,399
SC,2014,701.415929204,5.93805309735,0.140605309735,113
SD,2009,700.0,7.0,0.254,2
SD,2010,703.076923077,8.07692307692,0.180546153846,13
SD,2011,702.5,5.875,0.225746875,32
SD,2012,689.387755102,5.65306122449,0.227483673469,49
SD,2013,694.925373134,4.86567164179,0.180667164179,67
SD,2014,702.4,5.16,0.129392,25
TN,2009,695.135135135,8.18918918919,0.190067567568,37
TN,2010,708.771929825,7.44736842105,0.200731578947,114
TN,2011,700.85106383,6.06382978723,0.224174893617,235
TN,2012,703.608247423,6.15721649485,0.214020103093,388
TN,2013,697.436823105,5.03971119134,0.182481768953,554
TN,2014,691.64021164,5.78835978836,0.148806349206,189
TX,2009,705.23364486,7.57943925234,0.200148598131,107
TX,2010,707.474747475,7.16835016835,0.206584175084,297
TX,2011,703.314121037,5.90057636888,0.221913400576,694
TX,2012,701.611535199,6.0737913486,0.212879643766,1179
TX,2013,702.750102923,5.53355290243,0.167704075751,2429
TX,2014,701.276595745,6.01063829787,0.13841607565,846
UT,2009,720.0,7.40909090909,0.164022727273,22
UT,2010,690.434782609,6.4347826087,0.225130434783,69
UT,2011,704.303797468,5.13924050633,0.224182278481,79
UT,2012,702.272727273,5.55681818182,0.212727272727,88
UT,2013,704.419889503,5.64640883978,0.168035359116,181
UT,2014,700.857142857,6.05714285714,0.135717142857,70
VA,2009,712.676056338,8.19718309859,0.169314084507,71
VA,2010,711.960784314,7.26960784314,0.197541176471,204
VA,2011,710.172839506,6.24444444444,0.209177777778,405
VA,2012,707.457098284,6.10608424337,0.207874726989,641
VA,2013,701.842355176,5.5811965812,0.171404748338,1053
VA,2014,694.480874317,5.97540983607,0.147106010929,366
VT,2009,720.0,9.4,0.159,5
VT,2010,668.571428571,7.57142857143,0.222071428571,7
VT,2011,687.5,4.875,0.25590625,16
VT,2012,707.096774194,5.87096774194,0.213261290323,31
VT,2013,700.0,5.39743589744,0.17961025641,78
VT,2014,698.571428571,5.17857142857,0.155221428571,28
WA,2009,710.810810811,7.93243243243,0.179587837838,74
WA,2010,701.538461538,7.10650887574,0.198339053254,169
WA,2011,692.756410256,5.82692307692,0.223876602564,312
WA,2012,701.685823755,6.0938697318,0.206669731801,522
WA,2013,702.291666667,5.66796875,0.168472005208,768
WA,2014,692.571428571,6.35,0.141228571429,280
WI,2009,700.0,8.1875,0.17965,32
WI,2010,707.472527473,7.6043956044,0.185216483516,91
WI,2011,694.202898551,6.33333333333,0.217141062802,207
WI,2012,703.211267606,6.18873239437,0.206352957746,355
WI,2013,700.523731588,5.558101473,0.1719898527,611
WI,2014,694.949494949,6.20707070707,0.141165151515,198
WV,2009,708.571428571,8.14285714286,0.167457142857,7
WV,2010,698.75,7.3125,0.19815,16
WV,2011,686.19047619,5.57142857143,0.242664285714,42
WV,2012,710.588235294,6.33823529412,0.208492647059,68
WV,2013,700.592592593,5.66666666667,0.169145925926,135
WV,2014,694.545454545,5.27272727273,0.155636363636,33
WY,2009,730.0,9.0,0.143625,4
WY,2010,704.444444444,8.33333333333,0.157566666667,9
WY,2011,718.181818182,4.81818181818,0.245063636364,11
WY,2012,725.0,5.7,0.220755,20
WY,2013,699.682539683,4.87301587302,0.194407936508,63
WY,2014,704.0,5.86666666667,0.1385,15
